,hotel_id,date,rating,comment
50,ChIJA2dVyhKc5w8RzaeO_CSow8E,2022-01-15T19:38:04.206Z,5.0,
51,ChIJA2dVyhKc5w8RzaeO_CSow8E,2022-01-03T03:09:24.031Z,5.0,Amazing stay with mouth watering food
52,ChIJA2dVyhKc5w8RzaeO_CSow8E,2021-12-11T09:34:25.354Z,4.0,Great food and the beach is so relaxing…. Awesome place for a getaway but the road is bumpy so be prepared when going but definitely a gem 😍👌🏿
53,ChIJA2dVyhKc5w8RzaeO_CSow8E,2021-12-03T19:45:59.868Z,1.0,"The worst ever customer service I have ever experienced.  I checked in, ordered two meals and my wife surprised me with a bottle of wine. I them requested for a glass, which was brought.the manager/owner came to request for 29ghs for bringing my wine in as a guest who is accommodated there. I objected and he poured my wine in the glass away and took his glass. And he told me to check out and leave if I want to and I did just that."
54,ChIJA2dVyhKc5w8RzaeO_CSow8E,2021-09-10T07:26:13.012Z,5.0,"Best beach resort in takoradi, clean beaches, helpful personal."
55,ChIJA2dVyhKc5w8RzaeO_CSow8E,2021-09-05T18:24:13.094Z,4.0,
56,ChIJA2dVyhKc5w8RzaeO_CSow8E,2021-09-01T16:44:16.013Z,5.0,"A peaceful haven surrounded by an overloaded package of nature: trees, birds, sky: sun, moon and stars and of course the ocean... Amazing!!!
Thank you Fanta, Philippe, Janet, Chef, Deborah, Ebo and the whole team.
You make Fantas Folly a living haven and I am coming back again."
57,ChIJA2dVyhKc5w8RzaeO_CSow8E,2021-08-31T07:18:16.506Z,3.0,Great meal and very peaceful atmosphere
58,ChIJA2dVyhKc5w8RzaeO_CSow8E,2021-08-28T21:21:10.064Z,4.0,
59,ChIJA2dVyhKc5w8RzaeO_CSow8E,2021-07-26T20:14:31.994Z,5.0,Le paradis sur terre...mais la route est difficile...
60,ChIJA2dVyhKc5w8RzaeO_CSow8E,2021-06-06T13:37:41.146Z,5.0,Warm reception by Philip and his team. Always ready to listen to and serve the guests as well. For their meals..just love it.
61,ChIJA2dVyhKc5w8RzaeO_CSow8E,2021-05-25T17:19:40.164Z,4.0,
62,ChIJA2dVyhKc5w8RzaeO_CSow8E,2021-05-01T12:16:39.524Z,5.0,
63,ChIJA2dVyhKc5w8RzaeO_CSow8E,2021-04-28T13:32:22.343Z,5.0,"One of the Cleanest Beaches 🏖
Great food fresh from the sea 🌊
Ambiance 🔝 notch
Moderate pricing"
64,ChIJA2dVyhKc5w8RzaeO_CSow8E,2021-04-04T18:31:45.113Z,5.0,Super sympa ! Proprio franc-comtois ;) ! Plage paradisiaque.
65,ChIJA2dVyhKc5w8RzaeO_CSow8E,2021-04-04T17:37:02.126Z,5.0,
66,ChIJA2dVyhKc5w8RzaeO_CSow8E,2021-03-23T17:53:39.048Z,5.0,An amazing place for weekend getaway.
67,ChIJA2dVyhKc5w8RzaeO_CSow8E,2021-03-11T08:48:44.427Z,5.0,"An fantastic place with an serene atmosphere located right on the Butre beach. It’s the perfect place to calm down and just enjoy yourself. The resort is built with a great sense of design and atmosphere by a nice couple taking very good care of you. I really loved this place.
The only bad thing was the internet connection that was weak, but if your not depending on internet - this is a perfect place to be."
68,ChIJA2dVyhKc5w8RzaeO_CSow8E,2021-03-08T11:55:12.485Z,5.0,"Nestled among tropical vegetation, with the sound of the Atlantic Ocean rolling into shore, you feel far away from the hustle and bustle yet it is less than an hour’s drive from the city of Takoradi.
Caution: Road is too rough. Consider Pick-up vans.

Beautiful sea beach with photogenic views. Clean area with water. The beauty of this place is the small rocky mountain ⛰.. just walk 3-4 minutes and click pictures and videos there. Adding some of the pictures.water is green, grey and yellow lol..mix colour.

Make sure you order your food in advance as they will take 2 hours if they are saying 5 minutes. I had omelette and bread and waited for 1 one hour."
69,ChIJA2dVyhKc5w8RzaeO_CSow8E,2021-01-28T19:07:03.234Z,4.0,"An excellent hideaway vacation spot for the couple who wants to get away from the busy city atmosphere. A very serene area with a beautiful beach. The food is great but takes a long time to prepare. I recommend ordering early enough so as not to be disappointed. One needs to note, however, that the resort is very far away from the main road. The road is generally smooth though. We could not find the sign at the main junction and this we missed the turn and got lost. Be sure to ask for directions. You will spend about 20-30 mins drive from the main road on dirt road before you get the resort. After the main junction there are signs at each junction so you will find your way.
I recommend this resort for couples who want a quiet, low key and affordable vacation. Just make sure you have a 4x4 😂"
70,ChIJA2dVyhKc5w8RzaeO_CSow8E,2021-01-25T04:37:14.588Z,5.0,
71,ChIJA2dVyhKc5w8RzaeO_CSow8E,2021-01-06T23:01:37.664Z,4.0,Wonderful experience in the middle of nowhere
72,ChIJA2dVyhKc5w8RzaeO_CSow8E,2020-12-27T17:43:09.850Z,4.0,Always one of my fav places to visit. Food is great and beach is always clean. Rooms are very affordable and clean
73,ChIJA2dVyhKc5w8RzaeO_CSow8E,2020-12-27T16:13:47.314Z,5.0,
74,ChIJA2dVyhKc5w8RzaeO_CSow8E,2020-12-26T10:04:15.516Z,5.0,"Serene atmosphere, perfect 👌🏾 for a get away trip and wonderful people at the hotel. Love the place. Would always choose that place over and over again"
75,ChIJA2dVyhKc5w8RzaeO_CSow8E,2020-11-20T05:23:29.543Z,4.0,It is a serene Atmosphere
76,ChIJA2dVyhKc5w8RzaeO_CSow8E,2020-11-02T10:19:55.715Z,4.0,Amazing getaway for everyone. Beautiful sunsets and serene atmosphere
77,ChIJA2dVyhKc5w8RzaeO_CSow8E,2020-10-25T15:28:24.205Z,4.0,Sure a wonderful place to enjoy the breeze.
78,ChIJL7Hywp7x5w8RFvPm-57fTwc,2023-05-01T11:40:53.391Z,3.0,
79,ChIJL7Hywp7x5w8RFvPm-57fTwc,2023-04-08T13:41:04.234Z,5.0,
80,ChIJL7Hywp7x5w8RFvPm-57fTwc,2023-02-03T16:54:01.240Z,4.0,"To be honest, have not visited the place but will find a time and go to relax there"
81,ChIJL7Hywp7x5w8RFvPm-57fTwc,2023-01-22T20:06:28.292Z,5.0,
82,ChIJL7Hywp7x5w8RFvPm-57fTwc,2022-12-19T19:18:27.349Z,5.0,"Perfect value for its money. Clean rooms with AC, nice guys at the reception."
83,ChIJL7Hywp7x5w8RFvPm-57fTwc,2022-12-18T20:11:57.654Z,5.0,"Has a very beautiful view of an estuary, services and facilities are commendable"
84,ChIJL7Hywp7x5w8RFvPm-57fTwc,2022-12-17T19:40:32.902Z,5.0,
85,ChIJL7Hywp7x5w8RFvPm-57fTwc,2022-11-15T06:50:10.777Z,5.0,
86,ChIJL7Hywp7x5w8RFvPm-57fTwc,2022-11-04T21:29:40.580Z,4.0,
87,ChIJL7Hywp7x5w8RFvPm-57fTwc,2022-09-17T20:04:45.547Z,4.0,"Good atmosphere, great environment (right at the place where the Ankobra river joins the sea) and good service! There's more room for improvement, however."
88,ChIJL7Hywp7x5w8RFvPm-57fTwc,2022-09-03T08:13:46.299Z,4.0,
89,ChIJL7Hywp7x5w8RFvPm-57fTwc,2022-09-02T19:58:48.842Z,5.0,
90,ChIJL7Hywp7x5w8RFvPm-57fTwc,2022-08-23T02:00:15.540Z,5.0,
91,ChIJL7Hywp7x5w8RFvPm-57fTwc,2022-08-22T07:47:01.448Z,5.0,"A wonderful experience. Neat environment, courteous workers and as for the food A+."
92,ChIJL7Hywp7x5w8RFvPm-57fTwc,2022-08-13T09:42:19.618Z,5.0,Nice and serene environment for relaxing.
93,ChIJL7Hywp7x5w8RFvPm-57fTwc,2022-08-08T08:03:12.452Z,5.0,Loved the serene atmosphere. Loved waking up to the sound of the rumbling waves. Relaxing to the max. Don't miss the sunset and sunrise. The food both breakfast and dinner was superb  I will definitely be there again
94,ChIJL7Hywp7x5w8RFvPm-57fTwc,2022-07-27T19:01:26.745Z,3.0,
95,ChIJL7Hywp7x5w8RFvPm-57fTwc,2022-06-30T12:34:35.691Z,4.0,"The Beach and Ankobra views are the best rooms to stay, both for privacy and leisure"
96,ChIJL7Hywp7x5w8RFvPm-57fTwc,2022-06-10T10:37:42.848Z,2.0,
97,ChIJL7Hywp7x5w8RFvPm-57fTwc,2022-05-20T07:57:42.997Z,5.0,
98,ChIJL7Hywp7x5w8RFvPm-57fTwc,2022-05-18T17:00:32.439Z,3.0,
99,ChIJL7Hywp7x5w8RFvPm-57fTwc,2022-04-21T09:54:06.659Z,5.0,"Ankobra Bridge Hotel is an amazing place. Nice facilities, rooms and serene environment. The food is great. Rooms range between Ghc200-400.

Great place to get out of the city to relax. It was great being there."
100,ChIJL7Hywp7x5w8RFvPm-57fTwc,2022-04-14T20:01:34.269Z,4.0,Home away from home
101,ChIJL7Hywp7x5w8RFvPm-57fTwc,2022-03-04T20:03:58.697Z,5.0,"❣❣❣❣❣food
Room's 👄👄👄👄👄👄"
102,ChIJL7Hywp7x5w8RFvPm-57fTwc,2022-02-26T23:47:18.362Z,5.0,
103,ChIJL7Hywp7x5w8RFvPm-57fTwc,2022-02-22T13:45:53.804Z,4.0,Very nice place for relaxation
104,ChIJL7Hywp7x5w8RFvPm-57fTwc,2022-01-19T17:05:53.442Z,5.0,One of the best place to relax in the western part of Ghana
105,ChIJL7Hywp7x5w8RFvPm-57fTwc,2022-01-12T14:08:08.072Z,5.0,Great experience
106,ChIJL7Hywp7x5w8RFvPm-57fTwc,2022-01-01T20:25:08.804Z,4.0,
107,ChIJL7Hywp7x5w8RFvPm-57fTwc,2021-12-28T06:23:41.955Z,3.0,
108,ChIJL7Hywp7x5w8RFvPm-57fTwc,2021-12-15T22:40:11.501Z,5.0,"Excellent amenities, rooms smell good and breakfast is top notch. Will recommend this hotel to all."
109,ChIJL7Hywp7x5w8RFvPm-57fTwc,2021-12-14T12:15:30.028Z,4.0,Its close to the ankobra River and is very calm and refreshing staff are very welcoming and friendly food is great too
110,ChIJL7Hywp7x5w8RFvPm-57fTwc,2021-11-25T14:09:10.579Z,5.0,
111,ChIJL7Hywp7x5w8RFvPm-57fTwc,2021-11-22T18:38:23.687Z,5.0,"Passed through briefly!
Excellent service!
Good location"
112,ChIJL7Hywp7x5w8RFvPm-57fTwc,2021-11-17T12:20:00.325Z,5.0,
113,ChIJL7Hywp7x5w8RFvPm-57fTwc,2021-11-04T11:55:35.536Z,3.0,Comfortable and friendly staff.
114,ChIJL7Hywp7x5w8RFvPm-57fTwc,2021-10-31T09:50:54.970Z,5.0,
115,ChIJL7Hywp7x5w8RFvPm-57fTwc,2021-10-24T10:42:56.421Z,4.0,"The place is amazing,guys y'all gotta go there"
116,ChIJL7Hywp7x5w8RFvPm-57fTwc,2021-09-12T09:03:54.617Z,5.0,"Nice place, good customer service."
117,ChIJL7Hywp7x5w8RFvPm-57fTwc,2021-09-09T19:46:48.971Z,5.0,Fantastic
118,ChIJL7Hywp7x5w8RFvPm-57fTwc,2021-07-16T15:03:15.179Z,5.0,
119,ChIJL7Hywp7x5w8RFvPm-57fTwc,2021-07-08T08:55:04.613Z,4.0,
120,ChIJL7Hywp7x5w8RFvPm-57fTwc,2021-07-02T19:47:00.456Z,3.0,Nice ambiance
121,ChIJL7Hywp7x5w8RFvPm-57fTwc,2021-04-05T07:07:24.700Z,5.0,Nice neat and new
122,ChIJ1UDAleSb5w8RuWaxYyv4Zd8,2023-03-12T14:41:54.865Z,5.0,"Green Zion Garden and the host, Ellis, left an imprint on my heart that I can never forget. Thank you."
123,ChIJ1UDAleSb5w8RuWaxYyv4Zd8,2023-03-08T09:34:40.122Z,5.0,"Green Zion Garden is an actual paradise. The various little/large rooms are like natural hobbit houses. No Aircon but sure a fan is grand. There's a tree house, too. The garden is immaculate, green indeed. Beautiful flowers, plants and trees. There are birds, dragonflies, a friendly goat, a couple of friendly dogs. It's right by the beach where Ellis has a beautifully decorated wooden bar. He'll feed you delicious veggie food and serve you tasty drinks. He's got the best smile. 💗There are seats & shaded beds by the ocean. The beach is so clean- no rubbish. The cleanest I've seen in Ghana. I should have stayed for longer. I'll go back one day... The village of Butre itself is across a rickety Indiana Jones style bridge and is a bustling lively fishy place. The children all ran at me for fistbumps & hi fives. Goats & chickens & dogs everywhere.
We got a motorbike to Asa Baako Festival in Busua but walked back, the full moon illuminating our way across the beach, then our headtorches helping for the path through the bush over the hilly headland, with birds frogs & insects providing the soundtrack.
A very magical special place, which seems to be growing even better with each new build & idea. Loved it 😊"
124,ChIJ1UDAleSb5w8RuWaxYyv4Zd8,2022-05-29T15:01:37.027Z,5.0,"I crossed rendomly the Green garden eco lodge when I was trekking on the coast.
I met Ellis there, what a positive and funny man. We ate together and had good fun. He show me the lodge, very clean and nice place. The garden is crazy.. very good moments and vibes here !"
125,ChIJ1UDAleSb5w8RuWaxYyv4Zd8,2021-05-11T20:45:50.158Z,4.0,Very very green space and cool environment. Great gardening and eco lodge experience
126,ChIJ1UDAleSb5w8RuWaxYyv4Zd8,2021-03-08T11:45:49.427Z,5.0,"They have OM sign on the outside board. You will see cats around. 10 minutes drive from fantas folly. He knows how to cook indian food. The man will offer you everything you want. Posting his picture too in the review. Offering free private parking onsite, Green Zion Garden offers pet-friendly accommodations in Butre. The bed and breakfast has lawns and hammocks for guests located in the garden. Guests can enjoy a meal at the outside garden restaurant that serves local, Indian and International cuisine. The property has an onsite bar at the garden also a coffee shop.
You will find a shared lounge at the property and Thai yoga massage treatments are available."
127,ChIJ1UDAleSb5w8RuWaxYyv4Zd8,2021-01-18T20:05:14.547Z,5.0,
128,ChIJ1UDAleSb5w8RuWaxYyv4Zd8,2020-12-13T18:44:33.354Z,5.0,Paradise is in Ghana
129,ChIJ1UDAleSb5w8RuWaxYyv4Zd8,2020-10-23T07:19:49.629Z,5.0,Wooow it was such a special place!  incredible !!!
130,ChIJ1UDAleSb5w8RuWaxYyv4Zd8,2020-02-28T19:35:34.932Z,5.0,"I almost don't want to recommend it because the green zion garden is such a Hidden gem. Moreover Ellis, the host, is honestly the best Guy i've met in Ghana. If you want the best all round experience when you are in Ghana, visit Ellis' place, he will welcome you in his Zion garden."
131,ChIJ1UDAleSb5w8RuWaxYyv4Zd8,2020-02-27T23:21:26.142Z,5.0,"Affable owner, good food, great to relax! All sited in a beautiful, skilfully elaborated garden. Will come again!"
132,ChIJ1UDAleSb5w8RuWaxYyv4Zd8,2020-02-25T09:19:35.310Z,5.0,"A place in an amazing garden, Ellis doing great job to care for his guests, good food and clean rooms."
133,ChIJ1UDAleSb5w8RuWaxYyv4Zd8,2019-03-14T09:21:40.900Z,5.0,
134,ChIJ1UDAleSb5w8RuWaxYyv4Zd8,2018-11-15T16:13:10.414Z,5.0,
135,ChIJ1UDAleSb5w8RuWaxYyv4Zd8,2018-11-11T21:11:49.336Z,5.0,Amazing place in butre!!
136,ChIJ1UDAleSb5w8RuWaxYyv4Zd8,2018-10-10T08:35:32.068Z,5.0,"Super lovely place. Set in the serene and beautiful ambiance of one of Ghana's beautiful coastlines,the Green Zion Garden was the perfect location for good relaxation, good and peaceful unwinding. My host, Ellis was super amazing.  A super friendly, hardworking and open minded gentle rasta man. His vegetarian cooking was top notch. His knowledge and sharing of experience was great. He prepared a bonfire for me and he is a  kind of a good drummer too [but pretty please, don't let him sing :) ] The various lodges, from the dormitories to the upper deck of the tree house, were neat, lovely and awash with beautiful colors and traditional fabric.
Bonus: when you request for a coconut, you get a fresh one which is cut from the tree right in your face.
I sure will be there again."
137,ChIJ1UDAleSb5w8RuWaxYyv4Zd8,2018-08-25T09:02:13.485Z,5.0,Wir kamen 06/2018 zum Abendessen vorbei - die Atmosphere im Restaurant/Lounge ist unbeschreiblich! Nach dem fantastischen Essen schnappten wir uns Djembe und Guitarre und sangen gemeinsam mit dem Gastgeber unter Mondlicht im Garten bis spät in die Nacht. Toller Ort! Ein unvergesslicher Abend.
138,ChIJ1UDAleSb5w8RuWaxYyv4Zd8,2018-08-19T10:10:10.897Z,5.0,
139,ChIJ1UDAleSb5w8RuWaxYyv4Zd8,2017-10-14T18:47:48.756Z,5.0,
140,ChIJ1UDAleSb5w8RuWaxYyv4Zd8,2017-05-14T18:24:00.021Z,4.0,Green zion garden offers a nice stay in a great garden with djungle feeling and a very friendly host who will gladly show you around the area. Pancakes are recommended!
141,ChIJ65dVOS545w8RKPIMAlGWpoM,2023-05-14T18:29:36.375Z,3.0,
142,ChIJ65dVOS545w8RKPIMAlGWpoM,2023-05-07T12:39:24.565Z,5.0,
143,ChIJ65dVOS545w8RKPIMAlGWpoM,2023-04-26T18:34:40.433Z,4.0,
144,ChIJ65dVOS545w8RKPIMAlGWpoM,2023-04-23T09:19:03.119Z,4.0,
145,ChIJ65dVOS545w8RKPIMAlGWpoM,2023-04-11T07:42:30.570Z,1.0,
146,ChIJ65dVOS545w8RKPIMAlGWpoM,2023-04-09T23:29:41.281Z,4.0,A friend's wedding refreshment was held at that venue. Warm reception given to us
147,ChIJ65dVOS545w8RKPIMAlGWpoM,2023-03-28T02:06:11.144Z,4.0,
148,ChIJ65dVOS545w8RKPIMAlGWpoM,2023-03-18T13:31:10.934Z,2.0,
149,ChIJ65dVOS545w8RKPIMAlGWpoM,2023-03-17T21:08:29.572Z,5.0,
150,ChIJ65dVOS545w8RKPIMAlGWpoM,2023-03-15T20:45:22.105Z,5.0,"Sangat menyenangkan,bisa melihat dari kejauhan agartha overlords da god squad"
151,ChIJ65dVOS545w8RKPIMAlGWpoM,2023-03-14T15:52:38.264Z,5.0,
152,ChIJ65dVOS545w8RKPIMAlGWpoM,2023-02-22T15:52:08.405Z,5.0,"The customer service is more than excellent, workers are very friendly and they give you a wonderful reception, the rooms are very clean and I can lodge in over and over and over again"
153,ChIJ65dVOS545w8RKPIMAlGWpoM,2023-01-31T19:58:17.643Z,5.0,
154,ChIJ65dVOS545w8RKPIMAlGWpoM,2023-01-10T14:38:40.072Z,5.0,
155,ChIJ65dVOS545w8RKPIMAlGWpoM,2022-12-29T21:47:59.308Z,5.0,
156,ChIJ65dVOS545w8RKPIMAlGWpoM,2022-12-25T18:32:33.071Z,5.0,
157,ChIJ65dVOS545w8RKPIMAlGWpoM,2022-12-21T19:42:16.496Z,5.0,"It's the best. Spend the night once, you'd love it. It's just great"
158,ChIJ65dVOS545w8RKPIMAlGWpoM,2022-12-08T12:07:02.843Z,4.0,
159,ChIJ65dVOS545w8RKPIMAlGWpoM,2022-10-25T07:08:56.311Z,3.0,
160,ChIJ65dVOS545w8RKPIMAlGWpoM,2022-10-21T20:03:47.941Z,5.0,
161,ChIJ65dVOS545w8RKPIMAlGWpoM,2022-10-16T22:37:46.478Z,5.0,
162,ChIJ65dVOS545w8RKPIMAlGWpoM,2022-10-16T19:09:38.343Z,5.0,
163,ChIJ65dVOS545w8RKPIMAlGWpoM,2022-09-24T11:50:17.420Z,5.0,A great place to be
164,ChIJ65dVOS545w8RKPIMAlGWpoM,2022-09-19T12:25:35.526Z,5.0,Good environment
165,ChIJ65dVOS545w8RKPIMAlGWpoM,2022-08-20T10:38:00.865Z,4.0,"The pool side, spacious parking space says and the reception the security gives you on entry of the premises says it all."
166,ChIJ65dVOS545w8RKPIMAlGWpoM,2022-08-09T10:40:41.328Z,5.0,
167,ChIJ65dVOS545w8RKPIMAlGWpoM,2022-06-03T23:05:07.300Z,4.0,
168,ChIJ65dVOS545w8RKPIMAlGWpoM,2022-05-26T22:19:16.681Z,5.0,
169,ChIJ65dVOS545w8RKPIMAlGWpoM,2022-05-20T08:21:19.228Z,1.0,
170,ChIJ65dVOS545w8RKPIMAlGWpoM,2022-05-17T22:48:52.898Z,4.0,"Nice hotel.
An ok rest place"
171,ChIJ65dVOS545w8RKPIMAlGWpoM,2022-04-02T15:34:23.725Z,2.0,
172,ChIJ65dVOS545w8RKPIMAlGWpoM,2022-03-18T19:52:39.984Z,5.0,The hotel is very nice and beautiful. I will always recommend it to anyone.
173,ChIJ65dVOS545w8RKPIMAlGWpoM,2022-02-28T12:21:15.385Z,5.0,Is a nice plce only a bushy area
174,ChIJ65dVOS545w8RKPIMAlGWpoM,2022-02-26T12:13:22.268Z,5.0,
175,ChIJ65dVOS545w8RKPIMAlGWpoM,2022-02-26T08:50:43.935Z,2.0,
